Num,1. Acceleration Pedal Position (%),2. Battery Voltage (V),3. Cruise Control Active (   ),4. Engine Coolant Temperature (degree C),5. Engine Running Status ECM (   ),6. Engine Speed (rpm),7. Engine Torque (Nm),8. Expected Gear Ratio (   ),9. Gear Ratio (   ),10. Gear Selector Position (   ),11. Gear Selector Position A (   ),12. Gear Selector Position B (   ),13. Gear Selector Position C (   ),14. Gear Selector Position PA (   ),15. Ignition Status ECM (   ),16. In Rpm Speed NC Sensor (rpm),17. Kick Down Status (   ),18. Lever Unit AW55 GT (   ),19. Lever Unit PRND43L (   ),20. Oil Temperature (degree C),21. Quick Shift Function From GSM On/Off (   ),22. Quick Shift Gear Change From GSM (   ),23. Quick Shift Mode (   ),24. Solenoid S1 & S2 Current (mA),25. Solenoid S1 Status (   ),26. Solenoid S2 Status (   ),27. Solenoid S3 Current (mA),28. Solenoid S3 Status (   ),29. Solenoid S4 & S5 Current (mA),30. Solenoid S4 Status (   ),31. Solenoid S5 Status (   ),32. Solenoid SLS Current (A),33. Solenoid SLT Current (A),34. Solenoid SLU Current (A),35. Torque Control (Nm),36. Torque Limitation Requested (Nm),37. Torque Reduction When Changing Gear (Nm),38. Vehicle Speed ABS (km/h),39. Vehicle Speed SP Sensor (km/h),40. Winter Mode Status (   )
11,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
12,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
13,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
14,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
15,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
16,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,665,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
17,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
18,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,P,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
19,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,P,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
20,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,80,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
21,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
22,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
23,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
24,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1440,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
25,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
26,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
27,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,772,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
28,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
29,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,5,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
30,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
31,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
32,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.67,1.00,0.20,511,330,2,0,0,Off
33,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,1.00,0.20,511,330,2,0,0,Off
34,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,2,0,0,Off
35,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,2,0,0,Off
36,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,2,0,0,Off
37,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,2,0,0,Off
38,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,11,0,0,Off
39,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,11,1,0,Off
40,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,11,1,0,Off
41,0,13.40,Cruise Not Active,86,Engine Running,666,11,4.66,0,D,High,Low,Low,High,Ignition Is On,37,Not Active,D,D,66,Off,No Gear Change,Normal,1657,On,On,867,On,0,Off,Off,0.63,0.93,0.20,511,330,11,1,0,Off
42,5,13.65,Cruise Not Active,87,Engine Running,924,57,4.66,5.09,D,High,Low,Low,High,Ignition Is On,327,Not Active,D,D,66,Off,No Gear Change,Normal,1662,On,On,879,On,0,Off,Off,0.63,0.92,0.20,511,330,68,7,3,Off
43,2,13.61,Cruise Not Active,87,Engine Running,949,25,4.66,4.69,D,High,Low,Low,High,Ignition Is On,712,Not Active,D,D,66,Off,No Gear Change,Normal,1637,On,On,867,On,0,Off,Off,0.64,0.93,0.20,511,330,21,8,7,Off
44,2,13.59,Cruise Not Active,87,Engine Running,896,20,4.66,4.73,D,High,Low,Low,High,Ignition Is On,793,Not Active,D,D,66,Off,No Gear Change,Normal,1632,On,On,861,On,0,Off,Off,0.64,0.93,0.20,511,330,21,8,8,Off
45,0,13.53,Cruise Not Active,87,Engine Running,708,0,4.66,4.04,D,High,Low,Low,High,Ignition Is On,655,Not Active,D,D,66,Off,No Gear Change,Normal,1617,On,On,858,On,0,Off,Off,0.63,0.93,0.20,511,330,0,8,8,Off
46,0,13.48,Cruise Not Active,87,Engine Running,680,0,4.66,4.10,D,High,Low,Low,High,Ignition Is On,625,Not Active,D,D,66,Off,No Gear Change,Normal,1583,On,On,843,On,0,Off,Off,0.63,0.93,0.20,511,330,-1,6,7,Off
47,0,13.34,Cruise Not Active,87,Engine Running,626,9,4.66,4.66,D,High,Low,Low,High,Ignition Is On,463,Not Active,D,D,66,Off,No Gear Change,Normal,1583,On,On,849,On,0,Off,Off,0.63,0.93,0.20,511,330,5,5,5,Off
48,0,13.48,Cruise Not Active,87,Engine Running,678,7,4.66,4.78,D,High,Low,Low,High,Ignition Is On,486,Not Active,D,D,66,Off,No Gear Change,Normal,1593,On,On,852,On,0,Off,Off,0.63,0.94,0.20,511,330,8,5,5,Off
49,8,13.63,Cruise Not Active,87,Engine Running,1069,62,4.66,4.77,D,High,Low,Low,High,Ignition Is On,691,Not Active,D,D,66,Off,No Gear Change,Normal,1568,On,On,811,On,0,Off,Off,0.63,0.93,0.20,511,330,64,8,7,Off
50,0,13.57,Cruise Not Active,87,Engine Running,708,0,4.66,4.13,D,High,Low,Low,High,Ignition Is On,654,Not Active,D,D,66,Off,No Gear Change,Normal,1548,On,On,831,On,0,Off,Off,0.63,0.93,0.20,511,330,0,7,8,Off
51,0,13.38,Cruise Not Active,87,Engine Running,681,2,4.66,4.61,D,High,Low,Low,High,Ignition Is On,629,Not Active,D,D,66,Off,No Gear Change,Normal,1568,On,On,828,On,0,Off,Off,0.63,0.93,0.20,511,330,1,6,7,Off
52,0,13.32,Cruise Not Active,88,Engine Running,644,5,4.66,4.61,D,High,Low,Low,High,Ignition Is On,501,Not Active,D,D,66,Off,No Gear Change,Normal,1538,On,On,843,On,0,Off,Off,0.63,0.93,0.20,511,330,3,6,5,Off
53,1,13.57,Cruise Not Active,88,Engine Running,744,24,4.66,4.75,D,High,Low,Low,High,Ignition Is On,652,Not Active,D,D,66,Off,No Gear Change,Normal,1578,On,On,849,On,0,Off,Off,0.63,0.92,0.20,511,330,23,10,7,Off
54,5,13.69,Cruise Not Active,88,Engine Running,1235,49,4.66,4.72,D,High,Low,Low,High,Ignition Is On,1027,Not Active,D,D,66,Off,No Gear Change,Normal,1578,On,On,843,On,0,Off,Off,0.63,0.93,0.20,511,330,49,12,11,Off
55,3,13.57,Cruise Not Active,88,Engine Running,1275,34,4.66,4.69,D,High,Low,Low,High,Ignition Is On,1176,Not Active,D,D,66,Off,No Gear Change,Normal,1558,On,On,837,On,0,Off,Off,0.63,0.93,0.20,511,330,19,13,12,Off
56,1,13.67,Cruise Not Active,89,Engine Running,1286,18,4.66,4.69,D,High,Low,Low,High,Ignition Is On,1209,Not Active,D,D,66,Off,No Gear Change,Normal,1524,On,On,822,On,0,Off,Off,1.00,0.81,0.72,511,330,19,13,13,Off
57,1,13.69,Cruise Not Active,89,Engine Running,997,26,3.03,3.06,D,High,Low,Low,High,Ignition Is On,823,Not Active,D,D,66,Off,No Gear Change,Normal,5,Off,Off,837,On,0,Off,Off,0.60,0.89,0.20,511,330,24,14,14,Off
58,1,13.73,Cruise Not Active,89,Engine Running,948,23,3.03,3.02,D,High,Low,Low,High,Ignition Is On,832,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,846,On,0,Off,Off,0.60,0.89,0.20,511,330,24,14,14,Off
59,1,13.85,Cruise Not Active,89,Engine Running,963,23,3.03,3.05,D,High,Low,Low,High,Ignition Is On,860,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,846,On,0,Off,Off,0.60,0.89,0.20,511,330,24,15,14,Off
60,1,13.87,Cruise Not Active,90,Engine Running,1005,24,3.03,3.04,D,High,Low,Low,High,Ignition Is On,908,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,846,On,0,Off,Off,0.60,0.89,0.20,511,330,24,16,15,Off
61,1,13.85,Cruise Not Active,90,Engine Running,1044,23,3.03,3.03,D,High,Low,Low,High,Ignition Is On,961,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,843,On,0,Off,Off,0.54,0.82,0.20,511,330,23,15,16,Off
62,0,13.73,Cruise Not Active,90,Engine Running,760,0,3.03,3.04,D,High,Low,Low,High,Ignition Is On,871,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,825,On,0,Off,Off,0.54,0.82,0.20,511,330,-1,13,14,Off
63,0,13.89,Cruise Not Active,90,Engine Running,749,-5,3.03,3.03,D,High,Low,Low,High,Ignition Is On,765,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,831,On,0,Off,Off,0.54,0.81,0.20,511,330,-4,12,13,Off
64,0,13.83,Cruise Not Active,90,Engine Running,708,1,3.03,3.04,D,High,Low,Low,High,Ignition Is On,696,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,843,On,0,Off,Off,0.54,0.81,0.20,511,330,0,11,11,Off
65,0,13.73,Cruise Not Active,90,Engine Running,660,0,4.66,3.04,D,High,Low,Low,High,Ignition Is On,640,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,814,On,0,Off,Off,0.89,0.79,0.89,511,330,-1,8,11,Off
66,0,13.63,Cruise Not Active,90,Engine Running,668,4,4.66,4.31,D,High,Low,Low,High,Ignition Is On,617,Not Active,D,D,67,Off,No Gear Change,Normal,1588,On,On,808,On,0,Off,Off,0.63,0.93,0.20,511,330,4,6,7,Off
67,0,13.40,Cruise Not Active,90,Engine Running,628,10,4.66,4.70,D,High,Low,Low,High,Ignition Is On,476,Not Active,D,D,67,Off,No Gear Change,Normal,1578,On,On,805,On,0,Off,Off,0.63,0.93,0.20,511,330,7,4,5,Off
68,0,13.59,Cruise Not Active,90,Engine Running,685,8,4.66,4.83,D,High,Low,Low,High,Ignition Is On,551,Not Active,D,D,67,Off,No Gear Change,Normal,1617,On,On,831,On,0,Off,Off,0.41,0.72,0.20,511,330,9,9,5,Off
69,11,13.73,Cruise Not Active,91,Engine Running,1475,79,4.66,4.71,D,High,Low,Low,High,Ignition Is On,1153,Not Active,D,D,67,Off,No Gear Change,Normal,1593,On,On,828,On,0,Off,Off,1.00,0.82,0.72,511,330,79,13,12,Off
70,0,13.77,Cruise Not Active,91,Engine Running,823,4,3.03,3.03,D,High,Low,Low,High,Ignition Is On,763,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,837,On,0,Off,Off,0.54,0.82,0.20,511,330,2,11,13,Off
71,0,13.75,Cruise Not Active,91,Engine Running,712,1,3.03,3.04,D,High,Low,Low,High,Ignition Is On,670,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,814,On,0,Off,Off,0.88,0.78,0.80,511,330,0,9,11,Off
72,0,13.63,Cruise Not Active,91,Engine Running,676,4,4.66,4.33,D,High,Low,Low,High,Ignition Is On,621,Not Active,D,D,67,Off,No Gear Change,Normal,1568,On,On,784,On,0,Off,Off,0.63,0.93,0.20,511,330,4,5,6,Off
73,0,13.36,Cruise Not Active,91,Engine Running,672,8,4.66,4.80,D,High,Low,Low,High,Ignition Is On,520,Not Active,D,D,67,Off,No Gear Change,Normal,1573,On,On,802,On,0,Off,Off,0.63,0.93,0.20,511,330,8,5,5,Off
74,0,13.36,Cruise Not Active,91,Engine Running,661,12,4.66,4.57,D,High,Low,Low,High,Ignition Is On,283,Not Active,D,D,66,Off,No Gear Change,Normal,1563,On,On,811,On,0,Off,Off,0.63,0.93,0.20,511,330,12,1,3,Off
75,0,13.32,Cruise Not Active,91,Engine Running,686,11,4.66,6,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,66,Off,No Gear Change,Normal,1548,On,On,802,On,0,Off,Off,0.63,0.93,0.20,511,330,13,0,0,Off
76,0,13.32,Cruise Not Active,90,Engine Running,674,11,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,66,Off,No Gear Change,Normal,1548,On,On,799,On,0,Off,Off,0.63,0.93,0.20,511,330,11,0,0,Off
77,0,13.30,Cruise Not Active,90,Engine Running,658,13,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,66,Off,No Gear Change,Normal,1543,On,On,799,On,0,Off,Off,0.63,0.93,0.20,511,330,12,0,0,Off
78,0,13.34,Cruise Not Active,90,Engine Running,672,12,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,66,Off,No Gear Change,Normal,1553,On,On,811,On,0,Off,Off,0.63,0.93,0.20,511,330,12,2,0,Off
79,3,13.67,Cruise Not Active,90,Engine Running,889,48,4.66,5,D,High,Low,Low,High,Ignition Is On,389,Not Active,D,D,66,Off,No Gear Change,Normal,1548,On,On,805,On,0,Off,Off,0.62,0.92,0.20,511,330,65,7,4,Off
80,10,13.75,Cruise Not Active,90,Engine Running,1211,68,4.66,4.76,D,High,Low,Low,High,Ignition Is On,887,Not Active,D,D,66,Off,No Gear Change,Normal,1573,On,On,822,On,0,Off,Off,0.31,0.58,0.20,511,330,76,14,9,Off
81,17,13.94,Cruise Not Active,90,Engine Running,1795,103,3.03,4.35,D,High,Low,Low,High,Ignition Is On,1253,Not Active,D,D,66,Off,No Gear Change,Normal,5,Off,Off,828,On,0,Off,Off,0.54,0.81,0.21,511,330,101,22,17,Off
82,20,13.91,Cruise Not Active,90,Engine Running,1889,122,3.03,3.05,D,High,Low,Low,High,Ignition Is On,1525,Not Active,D,D,66,Off,No Gear Change,Normal,5,Off,Off,819,On,1706,On,On,0.64,0.74,0.78,511,330,121,30,26,Off
83,20,13.63,Cruise Not Active,89,Engine Running,2030,129,1.98,1.98,D,High,Low,Low,High,Ignition Is On,1294,Not Active,D,D,66,Off,No Gear Change,Normal,5,Off,Off,822,On,902,On,Off,0.56,0.80,0.20,511,511,126,36,33,Off
84,6,13.73,Cruise Not Active,89,Engine Running,1530,42,1.98,1.98,D,High,Low,Low,High,Ignition Is On,1434,Not Active,D,D,66,Off,No Gear Change,Normal,5,Off,Off,3,Off,1716,On,On,0.82,0.63,0.20,511,511,35,37,37,Off
85,4,13.75,Cruise Not Active,88,Engine Running,1351,10,1.34,1.34,D,High,Low,Low,High,Ignition Is On,969,Not Active,D,D,66,Off,No Gear Change,Normal,0,Off,Off,0,Off,897,On,Off,0.51,0.79,0.20,511,511,11,36,37,Off
86,0,13.85,Cruise Not Active,87,Engine Running,798,-8,1.34,1.34,D,High,Low,Low,High,Ignition Is On,940,Not Active,D,D,67,Off,No Gear Change,Normal,0,Off,Off,0,Off,892,On,Off,0.51,0.78,0.20,511,511,-7,35,36,Off
87,0,13.87,Cruise Not Active,87,Engine Running,736,-6,1.34,1.34,D,High,Low,Low,High,Ignition Is On,896,Not Active,D,D,67,Off,No Gear Change,Normal,0,Off,Off,0,Off,882,On,Off,0.51,0.79,0.20,511,511,-5,33,34,Off
88,0,13.85,Cruise Not Active,87,Engine Running,677,-5,1.34,1.34,D,High,Low,Low,High,Ignition Is On,857,Not Active,D,D,67,Off,No Gear Change,Normal,0,Off,Off,0,Off,878,On,Off,0.51,0.79,0.20,511,511,-4,32,33,Off
89,0,13.59,Cruise Not Active,87,Engine Running,658,-3,1.98,1.48,D,High,Low,Low,High,Ignition Is On,977,Not Active,D,D,67,Off,No Gear Change,Normal,0,Off,Off,831,On,863,On,Off,0.45,0.72,0.20,511,511,-3,27,30,Off
90,0,13.77,Cruise Not Active,87,Engine Running,813,-4,1.98,1.99,D,High,Low,Low,High,Ignition Is On,972,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,831,On,858,On,Off,0.51,0.78,0.39,511,330,-3,22,25,Off
91,0,13.36,Cruise Not Active,87,Engine Running,730,-5,3.03,2.15,D,High,Low,Low,High,Ignition Is On,815,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,817,On,1627,On,On,1,0.96,0.53,511,330,-4,16,19,Off
92,0,13.53,Cruise Not Active,87,Engine Running,730,-1,3.03,2.64,D,High,Low,Low,High,Ignition Is On,757,Not Active,D,D,67,Off,No Gear Change,Normal,5,Off,Off,825,On,0,Off,Off,0.89,0.79,0.83,511,330,-1,9,14,Off
93,0,13.57,Cruise Not Active,87,Engine Running,697,3,4.66,4.68,D,High,Low,Low,High,Ignition Is On,592,Not Active,D,D,67,Off,No Gear Change,Normal,1558,On,On,796,On,0,Off,Off,0.63,0.94,0.20,511,330,4,2,6,Off
94,0,13.57,Cruise Not Active,87,Engine Running,681,11,4.66,3.62,D,High,Low,Low,High,Ignition Is On,52,Not Active,D,D,67,Off,No Gear Change,Normal,1573,On,On,811,On,0,Off,Off,0.63,0.94,0.20,511,330,12,0,0,Off
95,0,13.44,Cruise Not Active,87,Engine Running,673,11,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,67,Off,No Gear Change,Normal,1578,On,On,808,On,0,Off,Off,0.63,0.93,0.20,511,330,11,0,0,Off
96,0,13.48,Cruise Not Active,87,Engine Running,670,11,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,67,Off,No Gear Change,Normal,1568,On,On,805,On,0,Off,Off,0.63,0.93,0.20,511,330,11,0,0,Off
97,0,13.30,Cruise Not Active,87,Engine Running,665,11,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,67,Off,No Gear Change,Normal,1563,On,On,796,On,0,Off,Off,0.63,0.93,0.20,511,330,10,0,0,Off
98,0,13.46,Cruise Not Active,87,Engine Running,665,11,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,67,Off,No Gear Change,Normal,1538,On,On,802,On,0,Off,Off,0.63,0.93,0.20,511,330,11,0,0,Off
99,0,13.36,Cruise Not Active,87,Engine Running,664,12,4.66,0,D,High,Low,Low,High,Ignition Is On,0,Not Active,D,D,67,Off,No Gear Change,Normal,1553,On,On,808,On,0,Off,Off,0.63,0.93,0.20,511,330,10,0,0,Off
