"A/C Compressor Active","A/C Pressure[psi]","Accelerator Pedal Sensor, Analog[V]","Accelerator Pedal Sensor, PWM[%]","Adaptation Throttle","Air Mass, Correction Factor","Ambient Air Pressure[psi]","Ambient Air Temperature[degree F]","Battery Voltage[V]","Boost Pressure[psi]","Brake Light Switch","Brake Pedal Position (From BCM)[%]","Camshaft Shifting Angle Deviation (Exhaust)[deg]","Camshaft Shifting Angle Deviation (Inlet)[deg]","Camshaft Shifting Angle, Exhaust[deg]","Camshaft Shifting Angle, Inlet[deg]","Condition Automatic Transmission","Cruise -","Cruise +","Cruise Control Resume","Engine Coolant Level Switch","Engine Coolant Temperature[degree C]","Engine Cooling Fan[%]","Evap-Flow[kg/h]","Exhaust Camshaft Adaptation[deg]","Exhaust Camshaft Reset Valve[%]","Fuel Pressure[kPa]","Fuel Pressure, Nominal Value[kPa]","Fuel Pump Relay","Fuel Pump, Duty Cycle[%]","Fuel Temperature[degree C]","Idlespeed, Deviation From Nominal[rpm]","Ignition Angle[deg BTDC]","Injection Time, Bank 1[ms]","Inlet Camshaft Adaptation (6-Cyl)[deg]","Inlet Camshaft Reset Valve[%]","Intake Air Temperature[degree C]","Lambda Control, Bank 1","Leakage Air Through Throttle Blade","Long-Term Fuel Trim Lower Part Load, Bank 1","Long-Term Fuel Trim Upper Part Load, Bank 1","Mass Air Flow[kg/h]","Misfire Counter","Misfire Counter 1 (5 Cyl)","Misfire Counter 2 (5 Cyl)","Misfire Counter 3 (5 Cyl)","Misfire Counter 4 (5 Cyl)","Misfire Counter 5 (5 Cyl)","Nominal Camshaft Shifting Angle, Exhaust[deg]","Nominal Camshaft Shifting Angle, Inlet[deg]","Nominal Throttle Angle[%]","Oil Level[%]","Oil Pressure Switch","Oxygen Front Sensor, Bank 1","Oxygen Rear Sensor, Bank 1[V]","Purge Valve, Dutycycle[%]","Short-Term Fuel Trim Idle, Bank 1[%]","Short-Term Fuel Trim, Bank 1","Throttle Angle[%]","Throttle Position Sensor, Potentiometer 1[V]","Throttle Position Sensor, Potentiometer 1[%]","Throttle Position Sensor, Potentiometer 2[V]","Throttle Position Sensor, Potentiometer 2[%]","Turbo Control Valve Dutycycle[%]","Vehicle Speed[km/h]"
"Off","52.498","0.67","12.90","OK","0.95","9.8","50.9","14.57","9.8","Off","0","0.38","0.94","13.56","0.99","On","Off","Off","Off","Off","135.95","7.84","1.47","1.00","35.69","59.817","60","On","46.62","78.8","-520","36.00","3.23","-1.86","35.69","56.3","C/L","0","1.02","1.00","32.50","0","0","0","0","0","0","8.50","0","6.09","79.68","Off","0.98","0.73","30.08","3.42","0.95","3.53","0.71","3.53","4.29","4.31","0","9.321"
"Off","52.498","0.69","14.10","OK","0.95","9.8","50.9","14.5","9.8","Off","0","0.57","0.78","9.14","0.74","On","Off","Off","Off","Off","135.95","7.84","2.16","1.00","41.96","60.144","60","On","46.63","78.8","-500","36.75","1.74","-1.86","7.84","56.3","C/L","0","1.02","1.00","27.50","0","0","0","0","0","0","9","0","6.03","79.68","Off","1.08","0.07","26.56","3.42","1.06","5.10","0.77","5.49","4.23","5.10","0","9.321"
"Off","52.498","0.65","12.52","OK","0.94","9.8","50.9","14.36","9.8","Off","0","0.58","0.98","11.44","0.91","On","Off","Off","Off","Off","137.3","7.84","1.24","1.00","39.22","60.045","60","On","46.55","78.8","-410","36.00","2.28","-1.86","7.84","54.95","C/L","0","1.02","1.00","21.20","0","0","0","0","0","0","10","0","4.05","79.68","Off","1.02","0.71","32.81","3.42","0.95","3.92","0.72","3.92","4.28","3.92","0","8.078"
"Off","52.498","0.64","12.75","OK","0.94","9.8","50.9","14.43","9.8","Off","0","0.71","0.89","9.30","1.03","On","Off","Off","Off","Off","140","7.84","0.81","1.00","35.69","60.654","60","On","45.69","78.8","-90","5.25","1.81","-1.86","7.84","54.95","C/L","0","1.02","1.00","11.50","0","0","0","0","0","0","9.50","0","3.01","79.68","Off","1.07","0.74","22.26","3.42","0.96","2.75","0.67","2.75","4.34","1.96","0","6.835"
"Off","52.498","0.41","8.00","OK","0.94","9.8","50.9","14.29","9.8","On","18.04","-0.60","1.23","9.50","1.19","On","Off","Off","Off","Off","140","7.84","0.76","1.00","39.61","60.426","60","On","46.55","78.8","-10","10.50","2.45","-1.86","7.84","54.95","C/L","0","1.02","1.00","13.10","0","0","0","0","0","0","9","0","2.53","79.68","Off","1.02","0.68","21.09","3.42","0.97","2.35","0.67","2.35","4.33","2.75","0","0"
"Off","52.498","0.41","8.01","OK","0.94","9.8","50.9","14.29","9.7","Off","0","2.38","1.38","7.30","1.49","On","Off","Off","Off","Off","141.35","7.84","1.03","1.00","36.08","59.578","60","On","47.12","78.8","-710","34.50","4.33","-1.86","7.84","54.95","C/L","0","1.02","1.00","51.60","0","0","0","0","0","0","0.50","0","10.12","79.68","Off","0.98","0.76","99.60","3.42","0.99","11.37","1.02","11.76","3.99","11.76","0","9.321"
"Off","52.498","1.01","20.54","OK","0.94","9.8","50.9","14.5","10.4","Off","0","1.06","-0.93","1.06","1.06","On","Off","Off","Off","Off","142.7","7.84","2.18","1.00","7.84","58.491","60","On","48.28","78.8","-1280","35.25","5.35","-1.86","41.18","56.3","C/L","0","1.02","1.00","76.60","0","0","0","0","0","0","0","0","12.26","79.68","Off","1.00","0.7","99.60","3.42","0.99","12.55","1.06","12.94","3.92","13.73","0","20.505"
"Off","52.498","1","20.17","OK","0.94","9.8","50.9","14.57","10.6","Off","0","1.00","-0.99","0.99","6.94","On","Off","Off","Off","Off","144.05","7.84","1.72","1.00","7.84","59.709","60","On","49.41","78.8","-1280","33.75","6.50","-1.86","40.39","57.65","C/L","0","1.02","1.00","112.50","0","0","0","0","0","0","0","9","16.44","79.68","Off","1.01","0.73","99.60","3.42","1.02","16.08","1.18","16.08","3.82","16.08","0","29.826"
"Off","52.498","1.06","21.42","OK","0.94","9.8","50.9","14.5","11.4","Off","0","0.94","-0.44","0.85","11.36","On","Off","Off","Off","Off","145.4","7.84","1.86","1.00","7.84","59.709","60","On","48.66","78.8","-1260","35.25","5.55","-1.86","39.22","57.65","C/L","0","1.02","1.00","93.10","0","0","0","0","0","0","0","9","15.80","79.68","Off","1.02","0.11","99.60","3.42","1.08","16.08","1.18","15.69","3.84","15.69","0","36.04"
"Off","50.475","1.06","21.34","OK","0.95","9.8","50.9","14.5","11.6","Off","0","0.87","-0.08","0.94","10.71","On","Off","Off","Off","Off","148.1","7.84","2.13","1.00","7.84","59.752","60","On","49.11","78.8","-1280","35.25","5.90","-1.86","40","57.65","C/L","0","1.02","1.00","102.60","0","0","0","0","0","0","0","6","15.26","79.68","Off","0.98","0.63","99.60","3.42","1.04","12.94","1.03","11.76","3.98","11.37","0","41.01"
"Off","52.498","0.92","18.43","OK","0.95","9.8","50.9","14.5","10.3","Off","0","0.94","0.91","1.09","0.94","On","Off","Off","Off","Off","150.8","7.84","2.93","1.00","36.08","60.556","60","On","47.63","78.8","-1090","38.25","3.94","-1.86","7.84","57.65","C/L","0","1.02","1.00","61.70","0","0","0","0","0","0","0.50","0","10.86","79.68","Off","0.97","0.23","99.60","3.42","1.02","9.41","0.92","9.41","4.09","9.41","0","41.632"
"Off","52.498","0.83","16.55","OK","0.94","9.8","52.25","14.5","10","Off","0","0.01","1.01","1.27","0.99","On","Off","Off","Off","Off","153.5","7.84","0","1.00","7.84","61.318","60","On","46.09","78.8","-1050","-2.25","1.23","-1.86","7.84","57.65","C/L","0","1.02","1.00","19.90","0","0","0","0","0","0","0","0","3.70","79.68","Off","0.95","0.11","0","3.42","1.23","3.53","0.71","3.53","4.3","3.53","0","37.282"
"Off","52.498","0.41","8.01","OK","0.94","9.8","52.25","14.5","9.8","Off","0","-1.29","0.95","4.42","1.02","On","Off","Off","Off","Off","156.2","7.84","0","1.00","32.16","59.991","60","On","46.13","78.8","-950","39.75","3.35","-1.86","7.84","56.3","C/L","0","1.02","1.00","46.20","0","0","0","0","0","0","1.50","0","8.74","79.68","Off","1.02","0.78","10.94","3.42","1.05","2.35","0.68","3.14","4.3","3.53","0","34.175"
"Off","52.498","0.41","8.02","OK","0.94","9.75","52.25","14.01","9.8","On","8.24","-0.14","0.86","8.33","1.14","On","Off","Off","Off","Off","157.55","7.84","0.65","1.00","40.39","60.48","60","On","45.39","78.8","-170","9.00","1.57","-1.86","7.84","56.3","C/L","0","1.02","1.00","10.60","0","0","0","0","0","0","8.50","0","1.99","79.68","Off","1.02","0.8","16.80","3.42","0.96","1.96","0.65","1.96","4.35","1.96","0","25.476"
"Off","52.498","0.41","8.21","OK","0.94","9.75","52.25","14.22","9.8","Off","0","0.91","-2.11","9","3.47","On","Off","Off","Off","Off","158.9","7.84","0.18","1.00","37.25","59.469","60","On","46.99","78.8","-900","32.25","7.74","-1.86","43.53","56.3","C/L","0","1.02","1.00","103.50","0","0","0","0","0","0","0","9","15.43","79.68","Off","0.97","0.79","49.21","3.42","1.07","15.29","1.14","15.29","3.83","16.47","0","28.583"
"Off","52.498","1.11","22.48","OK","0.94","9.8","52.25","14.57","11.7","Off","0","0.84","0.09","0.82","14.91","On","Off","Off","Off","Off","161.6","7.84","0.66","1.00","7.84","59.752","60","On","49.72","77","-1280","33.00","6.95","-1.86","40","59","C/L","0","1.02","1.00","125","0","0","0","0","0","0","0","7.50","12.94","79.68","Off","0.98","0.63","0","3.42","1.04","11.37","1","11.37","4","11.76","0","36.04"
"Off","52.498","0.84","16.40","OK","0.94","9.8","52.25","14.57","10.2","Off","0","-0.25","0.89","1.45","0.83","On","Off","Off","Off","Off","161.6","7.84","0","1.00","40.39","60.1","60","On","47.16","77","-1000","39.75","2.75","-1.86","7.84","57.65","C/L","0","1.02","1.00","42.50","0","0","0","0","0","0","2","0","7.93","79.68","Off","1.02","0.72","0","3.42","1.00","10.20","0.96","10.98","4.02","10.98","0","35.418"
"Off","52.498","0.85","16.89","OK","0.94","9.8","52.25","14.64","10.1","Off","0","-0.35","1.03","1.72","0.93","On","Off","Off","Off","Off","164.3","7.84","0","1.00","37.25","60.014","60","On","47.20","77","-1030","39.00","3.59","-1.86","7.84","57.65","C/L","0","1.03","1.00","53.20","0","0","0","0","0","0","1","0","9.53","79.68","Off","1.02","0.73","0","3.42","1.04","9.41","0.94","9.80","4.07","9.41","0","35.418"
"Off","52.498","0.82","16.30","OK","0.94","9.75","52.25","14.57","10","Off","0","0.23","0.87","1.41","0.93","On","Off","Off","Off","Off","165.65","7.84","0","1.00","38.43","60.165","60","On","47.30","77","-1060","39.00","3.57","-1.86","7.84","57.65","C/L","0","1.03","1.00","43.60","0","0","0","0","0","0","1","0","2.93","79.68","Off","1.02","0.72","0","3.42","1.01","2.75","0.67","2.75","4.33","2.75","0","36.04"
"Off","50.475","0.41","8.02","OK","0.94","9.75","52.25","14.57","9.8","Off","0","-0.31","0.83","7.22","0.75","On","Off","Off","Off","Off","167","7.84","0","1.00","38.82","60.405","60","On","45.51","77","-260","5.25","1.41","-1.86","7.84","56.3","C/L","0","1.04","1.00","11","0","0","0","0","0","0","8","0","2.04","79.68","Off","1.05","0.76","0","3.42","1.05","1.96","0.65","1.96","4.36","1.96","0","29.204"
"Off","50.475","0.41","8.01","OK","0.94","9.8","52.25","14.57","9.8","On","12.16","-0.35","1.08","8.63","0.80","On","Off","Off","Off","Off","168.35","7.84","0","1.00","34.51","59.904","60","On","45.56","75.2","-120","30.75","2.63","-1.86","29.41","56.3","C/L","0","1.04","1.00","120.30","0","0","0","0","0","0","0","16.50","19.46","79.68","Off","1.02","0.1","0","3.56","1.14","14.90","1.06","10.20","4.07","8.24","0","29.204"
"Off","50.475","0.86","18.05","OK","0.94","9.8","52.25","14.57","10.2","Off","0","0.73","0.91","1.19","0.88","On","Off","Off","Off","Off","169.7","7.84","0.08","1.00","35.69","60.459","60","On","47.33","75.2","-1070","36.00","4.81","-1.86","7.84","56.3","C/L","0","1.04","1.00","81.00","0","0","0","0","0","0","0","0.50","13.52","79.68","Off","0.98","0.7","4.69","3.56","1.06","13.33","1.08","13.33","3.92","13.33","0","32.933"
"Off","50.475","0.88","17.54","OK","0.94","9.8","52.25","14.5","10.3","Off","0","0.07","0.95","1.35","0.97","On","Off","Off","Off","Off","171.05","7.84","0","1.00","41.96","60.252","60","On","46.83","75.2","-830","36.75","1.47","-1.86","7.84","56.3","C/L","0","1.04","1.00","17.60","0","0","0","0","0","0","6","0","2.73","79.68","Off","1.01","0.66","0","3.56","1.01","1.96","0.65","2.35","4.34","2.35","0","31.69"
"Off","50.475","0.51","10.25","OK","0.94","9.8","52.25","14.43","9.8","Off","0","-0.52","1.01","8.06","1.09","On","Off","Off","Off","Off","171.05","7.84","0","1.00","38.43","60.72","60","On","45.67","75.2","-190","9.00","1.44","-1.86","7.84","56.3","C/L","0","1.04","1.00","10.80","0","0","0","0","0","0","8","0","1.95","79.68","Off","1.02","0.52","0","3.56","1.05","1.96","0.65","1.96","4.36","1.96","0","29.826"
"Off","50.475","0.69","13.71","OK","0.94","9.8","52.25","14.64","9.8","Off","0","-0.31","0.91","6","0.96","On","Off","Off","Off","Off","172.4","7.84","0","1.00","41.96","60.132","60","On","45.71","75.2","-150","5.25","1.69","-1.86","7.84","56.3","C/L","0","1.04","1.00","10.30","0","0","0","0","0","0","8.50","0","1.86","79.68","Off","0.98","0.51","0","3.66","1.06","1.57","0.65","1.57","4.36","1.57","0","21.748"
"Off","50.475","0.41","8.01","OK","0.94","9.8","52.25","14.5","9.8","Off","0","-0.53","1.09","8.36","0.85","On","Off","Off","Off","Off","173.75","7.84","0","1.00","39.61","60.219","60","On","45.76","73.4","-80","9.75","1.61","-1.86","7.84","56.3","C/L","0","1.04","1.00","14.50","0","0","0","0","0","0","8.50","0","2.48","79.68","Off","0.99","0.62","0","3.75","1.06","1.57","0.65","1.96","4.35","1.96","0","6.214"
"Off","50.475","0.41","8.00","OK","0.94","9.8","52.25","14.29","9.8","On","27.84","-0.44","1.03","8.91","1.03","On","Off","Off","Off","Off","173.75","7.84","0","1.00","34.51","59.112","60","On","46.84","73.4","-720","33.75","4.88","-1.86","7.84","56.3","C/L","0","1.04","1.00","77.10","0","0","0","0","0","0","0","10","17.35","79.68","Off","0.97","0.22","0","3.75","1.10","16.08","1.17","15.69","3.85","15.69","0","14.292"
"Off","50.475","1.11","22.55","OK","0.94","9.8","52.25","14.43","11.6","Off","0","0.67","-0.11","0.55","8.86","On","Off","Off","Off","Off","175.1","7.84","0","1.00","43.14","59.013","60","On","53.19","73.4","-1280","28.50","11.52","-1.86","39.61","57.65","C/L","0","1.05","1.00","259.20","0","0","0","0","0","0","12.50","22.50","37.06","79.68","Off","1.00","0.61","0","3.75","1.09","31.76","1.49","24.31","3.52","24.71","12.87","41.01"
"Off","50.475","1.14","23.16","OK","0.94","9.8","52.25","14.43","12.3","Off","0","0.36","0.90","0.60","13.33","On","Off","Off","Off","Off","176.45","7.84","0","1.00","7.84","60.426","60","On","48.76","73.4","-1170","36.00","4.59","-1.86","7.84","60.35","C/L","0","1.05","1.00","80.00","0","0","0","0","0","0","0","0","12.43","79.68","Off","1.01","0.71","0","3.75","1.02","10.20","0.97","10.98","4.02","10.59","0","42.253"
"Off","50.475","0.86","17.21","OK","0.94","9.8","52.25","14.43","10.2","Off","0","0.27","0.95","1.28","0.80","On","Off","Off","Off","Off","177.8","7.84","0","1.00","7.84","59.492","60","On","48.09","73.4","-1200","34.50","5.53","-1.86","41.96","59","C/L","0","1.06","1.00","90.60","0","0","0","0","0","0","0","4","12.38","79.68","Off","1.01","0.14","0","3.75","1.07","13.33","1.07","13.33","3.93","13.33","0","47.224"
"Off","50.475","0.93","18.64","OK","0.94","9.8","52.25","14.36","10.6","Off","0","0.92","0.72","1","0.64","On","Off","Off","Off","Off","180.5","7.84","0","1.00","38.82","59.883","60","On","47.65","71.6","-890","36.00","4.19","-1.86","7.84","59","C/L","0","1.06","1.00","53.20","0","0","0","0","0","0","0","0","10.72","79.68","Off","0.99","0.59","0","3.75","1.00","9.80","0.97","10.59","4.04","10.20","0","47.846"
"Off","50.475","0.87","17.55","OK","0.94","9.75","52.25","14.36","10.2","Off","0","0.20","0.64","1.08","0.72","On","Off","Off","Off","Off","181.85","7.84","0","1.00","36.47","60.774","60","On","46.86","71.6","-830","38.25","1.98","-1.86","7.84","57.65","C/L","0","1.06","1.00","25.60","0","0","0","0","0","0","0","0","3.34","79.68","Off","1.21","0.72","0","3.75","1.00","2.35","0.66","2.35","4.34","2.35","0","47.224"
"Off","50.475","0.41","8.01","OK","0.94","9.75","52.25","14.5","9.9","Off","0","1.01","0.81","1.22","0.75","On","Off","Off","Off","Off","184.55","7.84","0","1.00","38.04","61.296","60","On","10.00","71.6","-830","-6.75","0.87","-1.86","7.84","57.65","O/L","0","1.06","1.00","14","0","0","0","0","0","0","0","0","2.53","79.68","Off","11.62","0","0","3.75","1.00","2.35","0.67","2.75","4.33","2.75","0","47.846"
"Off","50.475","0.41","8.01","OK","0.94","9.8","52.25","14.43","9.9","Off","0","1.47","0.89","1.82","0.83","On","Off","Off","Off","Off","185.9","7.84","0","1.00","40","60.231","60","On","46.70","71.6","-920","21.00","3.84","-1.86","7.84","57.65","C/L","0","1.06","1.00","66.10","0","0","0","0","0","0","0","0","11.28","79.68","Off","0.99","0.79","3.12","3.75","1.03","9.80","0.93","9.02","4.09","9.02","0","50.331"
"Off","50.475","0.8","15.87","OK","0.94","9.8","52.25","14.36","10.1","Off","0","0.04","0.78","1.13","0.78","On","Off","Off","Off","Off","185.9","7.84","0.09","1.00","39.22","59.84","60","On","47.24","71.6","-900","37.50","3.50","-1.86","7.84","57.65","C/L","0","1.06","1.00","48.30","0","0","0","0","0","0","0.50","0","9.95","79.68","Off","1.01","0.16","3.12","3.75","1.06","9.80","0.95","9.80","4.06","9.80","0","48.467"
"Off","50.475","0.84","16.91","OK","0.94","9.8","52.25","14.5","10.1","Off","0","0.95","-0.58","0.75","1.49","On","Off","Off","Off","Off","185.9","7.84","0","1.00","7.84","59.98","60","On","47.73","69.8","-910","31.50","6.67","-1.86","41.96","57.65","C/L","0","1.06","1.00","94.50","0","0","0","0","0","0","0","10","15.45","79.68","Off","0.99","0.35","0","3.75","1.03","15.29","1.15","15.29","3.86","15.29","0","50.331"
"Off","50.475","1.13","22.73","OK","0.94","9.8","50.9","14.43","11.6","Off","0","-0.34","-0.16","0.94","13.82","On","Off","Off","Off","Off","185.9","7.84","0","1.00","42.35","59.361","60","On","49.07","69.8","-910","23.25","10.29","-1.86","42.75","57.65","C/L","0","1.06","1.00","130.10","0","0","0","0","0","0","6","23","24.96","79.68","Off","0.90","0.73","0","3.75","0.97","15.29","1.15","15.29","3.86","15.29","0","49.71"
"Off","50.475","1.11","22.32","OK","0.94","9.8","50.9","14.43","11.4","Off","0","-0.90","-0.78","0.96","13.66","On","Off","Off","Off","Off","187.25","7.84","0","1.00","38.82","60.198","60","On","48.78","69.8","-900","30.00","6.30","-1.86","39.22","57.65","C/L","0","1.07","1.00","90.50","0","0","0","0","0","0","0","9.50","15.47","79.68","Off","1.01","0.2","0","3.75","1.05","15.29","1.14","15.29","3.86","15.29","0","50.331"
"Off","50.475","1.07","21.58","OK","0.95","9.8","52.25","14.5","11.4","Off","0","0.94","0.97","1.05","6.78","On","Off","Off","Off","Off","188.6","7.84","0","1.00","7.84","59.578","60","On","48.70","69.8","-980","30.00","7.45","-1.86","45.10","57.65","C/L","0","1.07","1.00","113.20","0","0","0","0","0","0","1","16.50","18.97","79.68","Off","0.97","0.73","0","3.75","1.02","13.33","1.06","13.73","3.9","14.51","0","53.438"
"Off","50.475","1.15","23.34","OK","0.95","9.8","52.25","14.43","11.8","Off","0","0.69","0.72","1.02","14.49","On","Off","Off","Off","Off","191.3","7.84","0","1.00","38.82","59.697","60","On","49.71","69.8","-1040","29.25","5.69","-1.86","34.90","59","C/L","0","1.07","1.00","65.50","0","0","0","0","0","0","0","3.50","15.75","79.68","Off","1.01","0.74","0","3.75","0.95","14.51","1.12","12.55","3.99","11.37","0","53.438"
"Off","50.475","0.96","19.21","OK","0.95","9.8","52.25","14.43","10.5","Off","0","0.59","0.75","1.16","0.80","On","Off","Off","Off","Off","194","7.84","0","1.00","38.43","60.165","60","On","48.15","69.8","-1020","34.50","5.63","-1.86","45.10","59","C/L","0","1.07","1.00","87.70","0","0","0","0","0","0","0","6","11.68","79.68","Off","1.01","0.1","0","3.75","1.02","12.55","1.04","13.73","3.9","14.12","0","52.817"
"Off","50.475","0.98","19.33","OK","0.95","9.75","52.25","14.43","10.5","Off","0","0.99","0.67","1.09","0.75","On","Off","Off","Off","Off","195.35","7.84","0","1.00","35.69","59.991","60","On","47.72","68","-990","34.50","4.90","-1.86","7.84","59","C/L","0","1.07","1.00","53","0","0","0","0","0","0","0.50","0","10.00","79.68","Off","0.97","0.19","0","3.75","0.99","9.80","0.95","10.20","4.05","10.20","0","53.438"
"Off","50.475","0.86","17.16","OK","0.95","9.75","52.25","14.5","10.1","Off","0","-0.23","0.64","1.58","0.71","On","Off","Off","Off","Off","196.7","7.84","0","1.00","39.61","60.393","60","On","47.22","68","-1110","39.00","3.74","-1.86","7.84","57.65","C/L","0","1.07","1.00","63","0","0","0","0","0","0","1","0","8.98","79.68","Off","0.96","0.12","0","3.75","0.99","9.02","0.92","9.02","4.09","9.02","0","56.545"
"Off","50.475","0.77","15.40","OK","0.95","9.75","52.25","14.43","10","Off","0","0.09","0.53","1.91","0.61","On","Off","Off","Off","Off","194","7.84","0","1.00","36.86","59.523","60","On","47.85","68","-1080","35.25","4.61","-1.86","7.84","57.65","C/L","0","1.07","1.00","63.80","0","0","0","0","0","0","0.50","0","11.46","79.68","Off","1.01","0.17","0","3.75","1.05","12.55","1.05","12.55","3.96","12.55","0","54.059"
"Off","50.475","0.93","18.37","OK","0.94","9.75","52.25","14.43","10.3","Off","0","-0.17","0.69","1.25","0.66","On","Off","Off","Off","Off","188.6","7.84","0","1.00","38.82","59.763","60","On","47.40","68","-990","39.75","2.37","-1.86","7.84","57.65","C/L","0","1.07","1.00","41.30","0","0","0","0","0","0","1","0","9.17","79.68","Off","1.01","0.63","0","3.75","0.96","9.80","0.95","9.80","4.06","9.80","0","50.331"
"Off","50.475","0.83","16.58","OK","0.94","9.75","52.25","14.43","10.1","Off","0","-4.71","0.69","7.96","0.63","On","Off","Off","Off","Off","185.9","7.84","0","1.00","36.47","60.567","60","On","46.61","68","-810","24.75","2.25","-1.86","7.84","57.65","O/L","0","1.07","1.00","47.70","0","0","0","0","0","0","1","0","8.81","79.68","Off","1.02","0.8","0","3.75","0.98","3.92","0.7","3.14","4.32","2.75","0","44.117"
"Off","50.475","0.41","8.00","OK","0.94","9.75","52.25","14.43","9.8","Off","0","1.33","0.67","0.71","0.55","On","Off","Off","Off","Off","185.9","7.84","0.01","2.36","7.84","59.937","60","On","46.05","68","-130","9.75","1.35","-1.19","7.84","57.65","C/L","0","1.07","1.00","9.40","0","0","0","0","0","0","8.50","0","1.54","79.68","Off","1.01","0.75","2.73","3.75","0.94","1.18","0.63","1.57","4.37","1.57","0","34.797"
"Off","48.453","0.41","8.01","OK","0.94","9.75","52.25","14.36","9.8","On","21.96","-0.27","0.03","8.75","0","On","Off","Off","Off","Off","185.9","7.84","0","2.37","37.25","59.86","60","On","46.45","68","-50","10.50","1.46","-1.19","7.84","57.65","C/L","0","1.07","1.00","9","0","0","0","0","0","0","9","0","1.64","79.68","Off","1.02","0.74","0","3.66","0.96","1.57","0.64","1.57","4.37","1.57","0","19.262"
"Off","48.453","0.41","8.01","OK","0.94","9.75","52.25","14.22","9.7","On","25.88","-0.41","0.23","8.85","0.03","On","Off","Off","Off","Off","187.25","7.84","0","2.37","40","60.078","60","On","46.34","68","40","11.25","2.08","-1.19","7.84","56.3","C/L","0","1.07","1.00","11.80","0","0","0","0","0","0","9","0","2.49","79.68","Off","0.96","0.12","0","3.61","1.04","7.06","0.85","7.84","4.1","10.20","0","3.728"
"Off","50.475","0.97","19.54","OK","0.94","9.75","52.25","14.43","10.1","Off","0","-0.16","-0.12","-0.36","0.16","On","Off","Off","Off","Off","188.6","7.84","0","2.37","7.84","58.568","60","On","48.96","68","-1280","33.75","6.27","-1.19","43.14","57.65","C/L","0","1.07","1.00","117.50","0","0","0","0","0","0","0","13","18.38","79.68","Off","1.01","0.67","0","3.61","1.05","20","1.32","20","3.68","20","0","23.612"
"Off","48.453","1.2","24.24","OK","0.94","9.75","52.25","14.36","12.2","Off","0","-1.14","0.11","-1.18","14.16","On","Off","Off","Off","Off","188.6","7.84","0","2.37","42.75","59.589","60","On","51.56","68","-1280","32.25","8.33","-1.19","40.39","60.35","C/L","0","1.07","1.00","176.70","0","0","0","0","0","0","0","14.50","22.53","79.68","Off","1.00","0.6","0","3.61","1.06","22.35","1.4","21.96","3.61","21.96","0","41.632"
"Off","50.475","1.15","23.29","OK","0.95","9.75","52.25","14.43","12.2","Off","0","-0.52","0.13","-0.53","15.38","On","Off","Off","Off","Off","189.95","7.84","0","2.37","7.84","60.045","60","On","49.55","69.8","-1280","32.25","6.30","-1.19","38.04","61.7","C/L","0","1.08","1.00","88.40","0","0","0","0","0","0","0","0","12.85","79.68","Off","1.00","0.67","0","3.61","0.99","9.02","0.92","9.41","4.1","8.24","0","49.71"
"Off","48.453","0.75","14.97","OK","0.95","9.75","52.25","14.43","10","Off","0","-0.89","0.14","1.09","0.17","On","Off","Off","Off","Off","192.65","7.84","0","2.37","7.84","60.676","60","On","10.00","69.8","-920","-6.00","1.58","-1.19","7.84","60.35","O/L","0","1.08","1.00","53.60","0","0","0","0","0","0","0.50","0","10.01","79.68","Off","0.99","0.83","0","3.61","0.99","9.02","0.91","9.02","4.11","7.84","0","51.574"
"Off","48.453","0.69","13.76","OK","0.95","9.75","52.25","14.5","10","Off","0","-0.30","-0.03","7.25","-0.11","On","Off","Off","Off","Off","194","7.84","0.06","2.37","40.39","60.633","60","On","46.45","69.8","-1030","38.25","1.26","-1.19","7.84","59","C/L","0","1.08","1.00","20.50","0","0","0","0","0","0","7.50","0","4.75","79.68","Off","1.02","0.63","7.03","3.61","0.99","4.31","0.73","3.92","4.28","3.92","0","54.681"
"Off","48.453","0.41","8.57","OK","0.95","9.75","52.25","14.5","9.8","Off","0","0.80","-0.06","2.47","0.02","On","Off","Off","Off","Off","191.3","7.84","0","2.37","40.78","59.404","60","On","48.14","71.6","-1110","35.25","5.29","-1.19","42.35","57.65","C/L","0","1.08","1.00","40.40","0","0","0","0","0","0","7","0","7.44","79.68","Off","1.05","0.69","0","3.61","1.00","9.80","0.95","9.80","4.06","9.80","0","55.923"
"Off","50.475","0.92","18.42","OK","0.95","9.75","52.25","14.43","10.3","Off","0","-0.20","-0.66","-0.39","0.61","On","Off","Off","Off","Off","187.25","7.84","0","2.37","7.84","59.61","60","On","48.56","71.6","-1100","34.50","5.32","-1.19","43.14","59","C/L","0","1.07","1.00","83.00","0","0","0","0","0","0","0","4","13.76","79.68","Off","1.00","0.54","8.98","3.61","1.02","13.73","1.08","13.73","3.92","12.94","0","56.545"
"Off","50.475","0.94","18.89","OK","0.95","9.75","52.25","14.36","10.6","Off","0","-0.44","-0.17","-0.37","0.60","On","Off","Off","Off","Off","185.9","7.84","0.66","2.37","7.84","60.35","60","On","48.25","71.6","-1140","36.00","4.91","-1.19","45.10","59","C/L","0","1.07","1.00","82.20","0","0","0","0","0","0","0","5.50","13.87","79.68","Off","1.00","0.46","99.60","3.61","0.99","13.73","1.09","13.73","3.9","14.12","0","57.166"
