"Acceleration Pedal Position[%]","Battery Voltage[V]","Cruise Control Active","Engine Coolant Temperature[degree F]","Engine Running Status ECM","Engine Speed[rpm]","Engine Torque[lb-ft]","Expected Gear Ratio","Gear Ratio","Gear Selector Position","Gear Selector Position A","Gear Selector Position B","Gear Selector Position C","Gear Selector Position PA","Ignition Status ECM","In Rpm Speed NC Sensor[rpm]","Kick Down Status","Lever Unit AW55 GT","Lever Unit PRND43L","Oil Temperature[degree C]","Quick Shift Function From GSM On/Off","Quick Shift Gear Change From GSM","Quick Shift Mode","Solenoid S1 & S2 Current[mA]","Solenoid S1 Status","Solenoid S2 Status","Solenoid S3 Current[mA]","Solenoid S3 Status","Solenoid S4 & S5 Current[mA]","Solenoid S4 Status","Solenoid S5 Status","Solenoid SLS Current[A]","Solenoid SLT Current[A]","Solenoid SLU Current[A]","Torque Control[Nm]","Torque Limitation Requested[Nm]","Torque Reduction When Changing Gear[Nm]","Vehicle Speed ABS[km/h]","Vehicle Speed SP Sensor[km/h]","Winter Mode Status"
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","","","","",""
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","243.606","","","",""
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","243.606","2.215","","",""
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","243.606","2.215","0","",""
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","243.606","2.215","0","0",""
"0","13.53","Cruise Not Active","192.2","Engine Running","666","2.215","4.66","65.53","P","Low","High","High","Low","Ignition Is On","647","Not Active","P","P","113","Off","No Gear Change","Normal","0","Off","Off","0","Off","0","Off","Off","1","0.86","0.98","377.22","243.606","2.215","0","0","Off"
"0","13.14","Cruise Not Active","194","Engine Running","648","13.288","4.66","0","D","High","Low","Low","High","Ignition Is On","0","Not Active","D","D","113","Off","No Gear Change","Normal","868","On","Off","938","On","0","Off","Off","0.64","0.93","0.21","377.22","243.606","12.549","0","0","Off"
"0","13.14","Cruise Not Active","194","Engine Running","680","11.811","4.66","65.53","D","High","Low","Low","High","Ignition Is On","62","Not Active","D","D","113","Off","No Gear Change","Normal","1780","On","On","938","On","0","Off","Off","0.64","0.94","0.2","377.22","243.606","11.811","0.621","0","Off"
"0","13.05","Cruise Not Active","194","Engine Running","668","11.811","4.66","5.16","D","High","Low","Low","High","Ignition Is On","201","Not Active","D","D","113","Off","No Gear Change","Normal","1780","On","On","926","On","0","Off","Off","0.64","0.93","0.2","377.22","243.606","11.811","1.864","1.243","Off"
"0","13.08","Cruise Not Active","194","Engine Running","661","11.073","4.66","4.87","D","High","Low","Low","High","Ignition Is On","383","Not Active","D","D","113","Off","No Gear Change","Normal","1755","On","On","920","On","0","Off","Off","0.64","0.93","0.2","377.22","243.606","11.073","2.486","2.486","Off"
"0","13.3","Cruise Not Active","194","Engine Running","639","12.549","4.66","4.81","D","High","Low","Low","High","Ignition Is On","502","Not Active","D","D","113","Off","No Gear Change","Normal","1760","On","On","923","On","0","Off","Off","0.63","0.91","0.2","377.22","243.606","10.335","4.35","3.107","Off"
"6","13.53","Cruise Not Active","194","Engine Running","1172","40.601","4.66","4.75","D","High","Low","Low","High","Ignition Is On","874","Not Active","D","D","113","Off","No Gear Change","Normal","1726","On","On","908","On","0","Off","Off","0.64","0.93","0.2","377.22","243.606","39.863","6.214","5.592","Off"
"0","13.38","Cruise Not Active","194","Engine Running","710","5.167","4.66","3.40","D","High","Low","Low","High","Ignition Is On","667","Not Active","D","D","113","Off","No Gear Change","Normal","1711","On","On","914","On","0","Off","Off","0.55","0.82","0.2","377.22","243.606","4.429","6.214","6.214","Off"
"8","13.51","Cruise Not Active","194","Engine Running","1347","50.198","4.66","4.71","D","High","Low","Low","High","Ignition Is On","1137","Not Active","D","D","113","Off","No Gear Change","Normal","1736","On","On","923","On","0","Off","Off","0.64","0.93","0.2","377.22","243.606","49.459","7.456","7.456","Off"
"6","13.4","Cruise Not Active","194","Engine Running","1079","33.957","4.66","4.70","D","High","Low","Low","High","Ignition Is On","1141","Not Active","D","D","113","Off","No Gear Change","Normal","1716","On","On","911","On","0","Off","Off","0.61","0.82","0.98","377.22","243.606","34.695","8.078","7.456","Off"
"6","13.57","Cruise Not Active","194","Engine Running","1360","45.768","3.03","3.73","D","High","Low","Low","High","Ignition Is On","842","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","926","On","0","Off","Off","0.61","0.89","0.2","377.22","243.606","43.554","9.321","8.699","Off"
"11","13.71","Cruise Not Active","194","Engine Running","1492","68.653","3.03","3.05","D","High","Low","Low","High","Ignition Is On","1055","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","923","On","0","Off","Off","0.59","0.87","0.2","377.22","243.606","70.129","13.049","11.185","Off"
"16","13.69","Cruise Not Active","192.2","Engine Running","1738","75.296","3.03","3.05","D","High","Low","Low","High","Ignition Is On","1417","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","920","On","0","Off","Off","0.62","0.81","0.67","377.22","243.606","74.558","16.777","14.913","Off"
"11","13.53","Cruise Not Active","192.2","Engine Running","1792","53.889","1.98","3.01","D","High","Low","Low","High","Ignition Is On","1292","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","911","On","961","On","Off","0.62","0.9","0.2","377.22","377.22","55.365","18.02","17.398","Off"
"6","13.61","Cruise Not Active","192.2","Engine Running","1403","38.386","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1138","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","902","On","942","On","Off","0.49","0.76","0.2","377.22","377.22","33.219","17.398","18.02","Off"
"0","13.51","Cruise Not Active","192.2","Engine Running","826","-4.429","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1036","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","891","On","947","On","Off","0.48","0.74","0.2","377.22","377.22","-3.691","15.534","16.777","Off"
"0","13.4","Cruise Not Active","190.4","Engine Running","749","-3.691","3.03","1.98","D","High","Low","Low","High","Ignition Is On","819","Not Active","D","D","113","Off","No Gear Change","Normal","5","Off","Off","879","On","1760","On","On","0.99","0.96","0.5","377.22","243.606","-3.691","9.942","13.67","Off"
"0","13.01","Cruise Not Active","190.4","Engine Running","717","1.476","4.66","2.84","D","High","Low","Low","High","Ignition Is On","730","Not Active","D","D","114.8","Off","No Gear Change","Normal","5","Off","Off","873","On","0","Off","Off","0.89","0.79","0.86","377.22","243.606","0.738","6.214","7.456","Off"
"0","13.44","Cruise Not Active","190.4","Engine Running","654","4.429","4.66","3.52","D","High","Low","Low","High","Ignition Is On","582","Not Active","D","D","114.8","Off","No Gear Change","Normal","5","Off","Off","882","On","0","Off","Off","0.65","0.93","0.22","377.22","243.606","3.691","2.486","4.971","Off"
"0","12.89","Cruise Not Active","190.4","Engine Running","643","13.288","4.66","4.51","D","High","Low","Low","High","Ignition Is On","253","Not Active","D","D","114.8","Off","No Gear Change","Normal","1696","On","On","870","On","0","Off","Off","0.64","0.88","0.2","377.22","243.606","11.073","1.243","1.243","Off"
"15","13.42","Cruise Not Active","190.4","Engine Running","1387","83.417","4.66","4.89","D","High","Low","Low","High","Ignition Is On","563","Not Active","D","D","114.8","Off","No Gear Change","Normal","1736","On","On","891","On","0","Off","Off","0.34","0.49","0.2","377.22","243.606","78.249","8.699","3.728","Off"
"22","13.44","Cruise Not Active","190.4","Engine Running","2047","107.039","3.03","4.71","D","High","Low","Low","High","Ignition Is On","1722","Not Active","D","D","114.8","Off","No Gear Change","Normal","5","Off","Off","896","On","0","Off","Off","0.61","0.89","0.21","377.22","243.606","99.657","14.292","11.806","Off"
"8","13.69","Cruise Not Active","190.4","Engine Running","1555","50.198","3.03","3.05","D","High","Low","Low","High","Ignition Is On","1393","Not Active","D","D","114.8","Off","No Gear Change","Normal","5","Off","Off","882","On","1785","On","On","0.76","0.81","0.4","377.22","243.606","51.674","14.913","14.292","Off"
"10","13.44","Cruise Not Active","190.4","Engine Running","1461","59.794","1.98","1.99","D","High","Low","Low","High","Ignition Is On","972","Not Active","D","D","114.8","Off","No Gear Change","Normal","5","Off","Off","885","On","937","On","Off","0.6","0.88","0.2","377.22","377.22","59.056","16.156","15.534","Off"
"11","13.51","Cruise Not Active","190.4","Engine Running","1504","60.532","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1031","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","882","On","932","On","Off","0.64","0.93","0.2","377.22","377.22","55.365","16.156","16.777","Off"
"4","13.57","Cruise Not Active","190.4","Engine Running","1180","32.481","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1006","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","864","On","922","On","Off","0.54","0.77","0.2","377.22","377.22","31.743","14.913","16.156","Off"
"0","13.53","Cruise Not Active","190.4","Engine Running","782","-2.215","1.98","1.98","D","High","Low","Low","High","Ignition Is On","874","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","879","On","917","On","Off","0.55","0.78","0.2","377.22","243.606","-1.476","12.427","14.292","Off"
"0","13.28","Cruise Not Active","190.4","Engine Running","743","0","3.03","2.03","D","High","Low","Low","High","Ignition Is On","792","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","864","On","1741","On","On","1","0.96","0.6","120.327","243.606","0","11.185","11.806","Off"
"27","13.79","Cruise Not Active","190.4","Engine Running","2096","132.876","3.03","3.05","D","High","Low","Low","High","Ignition Is On","1395","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","891","On","0","Off","Off","0.5","0.77","0.2","377.22","243.606","126.97","19.262","14.292","Off"
"27","13.75","Cruise Not Active","190.4","Engine Running","2501","137.305","1.98","3.04","D","High","Low","Low","High","Ignition Is On","2159","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","867","On","1746","On","On","0.69","0.74","0.2","377.22","243.606","128.447","26.098","22.991","Off"
"27","13.55","Cruise Not Active","190.4","Engine Running","2380","140.996","1.98","1.99","D","High","Low","Low","High","Ignition Is On","1752","Not Active","D","D","116.6","Off","No Gear Change","Normal","5","Off","Off","876","On","917","On","Off","0.61","0.45","0.2","377.22","377.22","136.567","30.447","28.583","Off"
"19","13.57","Cruise Not Active","190.4","Engine Running","2167","94.49","1.34","1.65","D","High","Low","Low","High","Ignition Is On","1382","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","917","On","Off","0.56","0.8","0.48","377.22","377.22","94.49","32.311","31.69","Off"
"16","13.71","Cruise Not Active","190.4","Engine Running","1797","79.726","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1365","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","912","On","Off","0.56","0.82","0.52","377.22","377.22","76.773","32.933","32.933","Off"
"9","13.69","Cruise Not Active","190.4","Engine Running","1537","46.507","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1387","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","912","On","Off","0.5","0.77","0.48","377.22","377.22","50.936","33.554","32.933","Off"
"21","13.69","Cruise Not Active","190.4","Engine Running","1963","112.945","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1458","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","907","On","Off","0.47","0.74","0.56","377.22","377.22","108.515","36.04","34.797","Off"
"20","13.71","Cruise Not Active","192.2","Engine Running","1667","64.962","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1519","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","907","On","Off","0.52","0.78","0.98","377.22","377.22","60.532","35.418","36.04","Off"
"0","13.67","Cruise Not Active","192.2","Engine Running","1479","-15.502","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1460","Not Active","D","D","116.6","Off","No Gear Change","Normal","0","Off","Off","3","Off","887","On","Off","0.52","0.79","1","377.22","377.22","-15.502","33.554","34.797","Off"
"0","13.61","Cruise Not Active","192.2","Engine Running","1411","-15.502","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1401","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","3","Off","887","On","Off","0.52","0.78","1","377.22","377.22","-15.502","32.311","33.554","Off"
"0","13.53","Cruise Not Active","194","Engine Running","1350","-15.502","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1338","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","3","Off","887","On","Off","0.52","0.78","1","377.22","377.22","-15.502","31.069","32.311","Off"
"0","13.34","Cruise Not Active","194","Engine Running","1254","-15.502","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1217","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","3","Off","878","On","Off","0.52","0.8","0.21","377.22","377.22","-15.502","26.098","29.204","Off"
"0","13.32","Cruise Not Active","194","Engine Running","881","-5.167","1.34","1.34","D","High","Low","Low","High","Ignition Is On","968","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","3","Off","1677","On","On","0.96","0.61","0.2","377.22","377.22","-4.429","19.884","22.991","Off"
"0","13.28","Cruise Not Active","194","Engine Running","815","-5.906","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1135","Not Active","D","D","118.4","Off","No Gear Change","Normal","5","Off","Off","893","On","858","On","Off","0.54","0.8","0.2","377.22","377.22","-5.167","16.156","18.02","Off"
"0","13.3","Cruise Not Active","194","Engine Running","736","10.335","1.98","1.99","D","High","Low","Low","High","Ignition Is On","1038","Not Active","D","D","118.4","Off","No Gear Change","Normal","5","Off","Off","905","On","887","On","Off","0.5","0.77","0.2","377.22","377.22","14.764","18.02","16.777","Off"
"17","13.51","Cruise Not Active","194","Engine Running","1657","78.249","1.98","1.99","D","High","Low","Low","High","Ignition Is On","1210","Not Active","D","D","118.4","Off","No Gear Change","Normal","5","Off","Off","896","On","878","On","Off","0.46","0.69","0.2","377.22","377.22","78.249","22.369","19.262","Off"
"27","13.59","Cruise Not Active","194","Engine Running","2222","132.138","1.98","1.98","D","High","Low","Low","High","Ignition Is On","1540","Not Active","D","D","118.4","Off","No Gear Change","Normal","5","Off","Off","891","On","878","On","Off","0.46","0.67","0.2","377.22","377.22","130.661","27.962","24.855","Off"
"27","13.61","Cruise Not Active","192.2","Engine Running","2375","135.829","1.98","1.99","D","High","Low","Low","High","Ignition Is On","1916","Not Active","D","D","118.4","Off","No Gear Change","Normal","5","Off","Off","879","On","878","On","Off","0.46","0.65","0.2","377.22","377.22","134.352","34.175","31.069","Off"
"29","13.65","Cruise Not Active","192.2","Engine Running","2674","152.069","1.98","1.98","D","High","Low","Low","High","Ignition Is On","2325","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","6","Off","1721","On","On","0.67","0.74","0.2","377.22","377.22","151.331","41.01","37.904","Off"
"29","13.71","Cruise Not Active","192.2","Engine Running","2534","160.189","1.34","1.34","D","High","Low","Low","High","Ignition Is On","1815","Not Active","D","D","118.4","Off","No Gear Change","Normal","0","Off","Off","3","Off","878","On","Off","0.53","0.8","0.2","377.22","377.22","159.451","46.603","43.496","Off"
"29","13.73","Cruise Not Active","192.2","Engine Running","2622","150.593","1.34","1.34","D","High","Low","Low","High","Ignition Is On","2037","Not Active","D","D","120.2","Off","No Gear Change","Normal","0","Off","Off","3","Off","873","On","Off","0.47","0.73","1","377.22","377.22","149.855","50.331","49.088","Off"
"16","13.55","Cruise Not Active","192.2","Engine Running","2118","78.987","1.02","1.34","D","High","Low","Low","High","Ignition Is On","2101","Not Active","D","D","120.2","Off","No Gear Change","Normal","937","Off","On","3","Off","868","On","Off","0.43","0.69","0.99","377.22","377.22","81.202","51.574","50.952","Off"
"25","13.51","Cruise Not Active","192.2","Engine Running","1651","130.661","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1660","Not Active","D","D","120.2","Off","No Gear Change","Normal","927","Off","On","3","Off","863","On","Off","0.34","0.59","1","377.22","377.22","131.4","53.438","52.817","Off"
"29","13.61","Cruise Not Active","192.2","Engine Running","1705","164.619","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1728","Not Active","D","D","120.2","Off","No Gear Change","Normal","922","Off","On","3","Off","863","On","Off","0.34","0.59","1","377.22","377.22","157.237","55.302","54.681","Off"
"29","13.53","Cruise Not Active","192.2","Engine Running","1775","165.357","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1797","Not Active","D","D","120.2","Off","No Gear Change","Normal","917","Off","On","3","Off","863","On","Off","0.34","0.46","0.23","377.22","377.22","166.095","58.409","56.545","Off"
"65","13.63","Cruise Not Active","192.2","Engine Running","3233","238.439","1.34","1.34","D","High","Low","Low","High","Ignition Is On","2545","Not Active","D","D","122","Off","No Gear Change","Normal","0","Off","Off","3","Off","873","On","Off","0.46","0.46","0.2","377.22","377.22","238.439","64.623","60.894","Off"
"66","13.77","Cruise Not Active","192.2","Engine Running","3381","230.318","1.34","1.34","D","High","Low","Low","High","Ignition Is On","2830","Not Active","D","D","122","Off","No Gear Change","Normal","0","Off","Off","3","Off","873","On","Off","0.46","0.33","0.57","377.22","377.22","242.13","71.458","67.73","Off"
"33","13.44","Cruise Not Active","194","Engine Running","3177","145.425","1.02","1.34","D","High","Low","Low","High","Ignition Is On","3046","Not Active","D","D","122","Off","No Gear Change","Normal","912","Off","On","3","Off","858","On","Off","0.64","0.68","0.73","377.22","377.22","129.923","73.943","73.322","Off"
"8","13.51","Cruise Not Active","194","Engine Running","2327","-4.429","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2326","Not Active","D","D","122","Off","No Gear Change","Normal","907","Off","On","3","Off","853","On","Off","0.55","0.81","1","377.22","377.22","-4.429","72.079","73.943","Off"
"0","13.57","Cruise Not Active","194","Engine Running","2276","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2260","Not Active","D","D","123.8","Off","No Gear Change","Normal","902","Off","On","3","Off","853","On","Off","0.55","0.82","1","377.22","377.22","-17.717","69.594","71.458","Off"
"0","13.63","Cruise Not Active","194","Engine Running","2209","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2198","Not Active","D","D","123.8","Off","No Gear Change","Normal","897","Off","On","3","Off","853","On","Off","0.55","0.81","1","377.22","377.22","-17.717","68.351","69.594","Off"
"0","13.53","Cruise Not Active","194","Engine Running","2148","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2137","Not Active","D","D","123.8","Off","No Gear Change","Normal","892","Off","On","3","Off","853","On","Off","0.55","0.81","1","377.22","377.22","-17.717","65.865","67.73","Off"
"0","13.59","Cruise Not Active","194","Engine Running","2092","-16.979","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2082","Not Active","D","D","123.8","Off","No Gear Change","Normal","892","Off","On","3","Off","848","On","Off","0.55","0.82","1","377.22","377.22","-16.979","64.623","65.865","Off"
"0","13.59","Cruise Not Active","194","Engine Running","2037","-16.979","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2025","Not Active","D","D","123.8","Off","No Gear Change","Normal","887","Off","On","3","Off","848","On","Off","0.6","0.86","1","377.22","377.22","-16.979","63.38","64.001","Off"
