Row,Count Codes(Include History) [ACIS VSV],+BM Voltage [ACT VSV],2nd Air Monitor [Actuator Power Supply],2nd Air Monitor [AF Lambda (Bank1 Sensor1)],2nd Air Monitor CMPL [AF Lambda (Bank2 Sensor1)],2nd Air Monitor ENA [AFS Current (Bank1 Sensor1)],4WD Switch [AFS Current (Bank2 Sensor1)],AC Monitor [AFS Voltage (Bank1 Sensor1)],AC Monitor [AFS Voltage (Bank2 Sensor1)],AC Monitor CMPL [All Cylinders Misfire Count],AC Monitor ENA [Atmosphere Pressure],AC Signal [Av Engine Speed of All Cyl],Air/Fuel Heater Duty (Bank1 Sensor1) [Battery Voltage],Air/Fuel Heater Duty (Bank2 Sensor1) [Calculate Load],A/T Oil Temperature 1 [Cancel Switch],A/T Oil Temperature 2 [Catalyst Misfire CylinderCount1],Accel Fully Close Learn Count1 [Catalyst Misfire CylinderCount2],Accel Fully Close Learn Count2 [Catalyst Misfire CylinderCount3],Accel Sens. No.1 Volt % [Catalyst Misfire CylinderCount4],Accel Sens. No.2 Volt % [Catalyst Misfire CylinderCount5],Accel Sensor Out No.1 [Catalyst Misfire CylinderCount6],Accel Sensor Out No.2 [Catalyst Misfire History],Accelerator Idle Position [Catalyst Monitor],Accelerator Position [Catalyst Monitor]
465,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
466,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
467,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
468,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
469,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
470,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
471,Incmpl,Enable,Avail,484.600,324.300,486.400,324.300,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
472,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
473,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
474,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
475,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
476,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
477,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
478,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
479,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
480,Incmpl,Enable,Avail,484.600,321.500,486.400,324.300,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
481,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
482,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
483,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
484,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
485,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
486,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
487,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
488,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
489,Incmpl,Enable,Avail,484.600,321.500,484.600,324.300,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
490,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
491,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
492,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
493,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
494,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
495,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
496,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
497,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
498,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
499,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
500,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
501,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
502,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
503,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
504,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
505,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
506,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
507,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
508,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
509,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
510,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
511,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
512,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
513,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
514,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
515,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
516,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
517,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
518,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
519,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
520,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
521,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
522,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
523,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
524,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
525,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
526,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
527,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
528,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
529,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
530,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
531,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
532,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
533,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
534,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
535,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
536,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
537,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
538,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
539,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
540,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
541,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
542,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
543,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
544,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
545,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
546,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
547,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
548,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
549,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
550,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
551,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
552,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
553,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
554,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
555,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
556,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
557,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
558,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
559,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
560,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
561,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
562,Incmpl,Enable,OFF,OFF,954,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
563,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
564,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
565,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
566,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
567,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
568,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
569,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
570,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
571,Incmpl,Enable,OFF,OFF,1095,1061.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
572,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
573,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
574,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
575,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
576,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
577,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
578,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
579,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
580,Incmpl,Enable,OFF,OFF,1095,1040.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
581,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
582,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
583,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
584,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
585,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
586,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
587,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
588,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
589,Incmpl,Enable,OFF,OFF,1095,1040.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
590,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
591,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
592,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
593,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
594,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
595,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
596,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
597,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
598,Incmpl,Enable,OFF,OFF,1095,1040.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
599,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
600,-3,OFF,0,4.688,5.840,OFF,0,0,60,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.195,0.155,47.984
601,46.688,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,44.965,0.067,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,2.344
602,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.963,OFF,OFF,0.684,ON,0.391,16.078,6,0,0.801,0.801,2.383,0.801,0.918,2.031
603,47.843,0,16.078,17,0.020,0.070,OFF,ECT 5th,NA,OFF,97.790,97.702,13.725,0,Not Avl,0,0,0,0,ON,ON,0,0,1
604,0,14.139,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,33.750,34.375,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
605,OFF,ON,ON,0.998,0.998,0.012,-0.012,3.322,3.274,0,97,51199.219,13.867,23.529,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
606,Incmpl,Enable,Avail,484.600,321.500,484.600,321.500,ON,Avail,Compl,Enable,74,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
607,Incmpl,Enable,OFF,OFF,1095,1040.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,49.412,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
608,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,16,428,ON,13.750,15,0.106,2359,18,21
