Row,Acceleration Pedal Position [%],Battery Voltage [V],Cruise Control Active,Engine Coolant Temperature [degree C],Engine Running Status ECM,Engine Speed [rpm],Engine Torque [Nm],Expected Gear Ratio,Gear Ratio,Gear Selector Position,Gear Selector Position A,Gear Selector Position B,Gear Selector Position C,Gear Selector Position PA,Ignition Status ECM,In Rpm Speed NC Sensor [rpm],Kick Down Status,Lever Unit AW55 GT,Lever Unit PRND43L,Oil Temperature [degree C],Quick Shift Function From GSM On/Off,Quick Shift Gear Change From GSM,Quick Shift Mode,Solenoid S1 & S2 Current [mA],Solenoid S1 Status,Solenoid S2 Status,Solenoid S3 Current [mA],Solenoid S3 Status,Solenoid S4 & S5 Current [mA],Solenoid S4 Status,Solenoid S5 Status,Solenoid SLS Current [A],Solenoid SLT Current [A],Solenoid SLU Current [A],Torque Control [Nm],Torque Limitation Requested [Nm],Torque Reduction When Changing Gear [Nm],Vehicle Speed ABS [km/h],Vehicle Speed SP Sensor [km/h],Winter Mode Status
30,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,Off,Off,0.89,0.96,0.99,61,330,3,10,10,Off
31,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.89,0.96,0.99,61,330,3,10,10,Off
32,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.89,0.96,0.99,61,330,3,10,10,Off
33,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.96,0.99,61,330,3,10,10,Off
34,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.99,61,330,3,10,10,Off
35,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,61,330,3,10,10,Off
36,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,330,3,10,10,Off
37,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,511,3,10,10,Off
38,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,511,39,10,10,Off
39,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,511,39,46,10,Off
40,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,511,39,46,46,Off
41,5,13.89,Cruise Not Active,87,Engine Running,1220,39,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1196,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.64,0.92,0.20,511,511,39,46,46,Off
42,6,13.91,Cruise Not Active,87,Engine Running,1332,47,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1187,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,828,On,Off,0.63,0.93,0.20,511,511,52,46,46,Off
43,17,13.85,Cruise Not Active,86,Engine Running,1795,120,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1220,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,111,48,47,Off
44,12,13.89,Cruise Not Active,86,Engine Running,1603,81,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1269,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.60,0.88,0.48,511,511,81,49,49,Off
45,5,13.94,Cruise Not Active,86,Engine Running,1414,46,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1284,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.60,0.88,0.51,511,511,43,49,49,Off
46,9,13.83,Cruise Not Active,86,Engine Running,1350,62,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1286,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.60,0.88,0.52,511,511,49,49,50,Off
47,4,13.81,Cruise Not Active,86,Engine Running,1293,27,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1282,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.60,0.88,0.48,511,511,16,49,49,Off
48,7,13.89,Cruise Not Active,86,Engine Running,1395,52,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1265,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.59,0.88,0.52,511,511,56,49,49,Off
49,7,13.87,Cruise Not Active,86,Engine Running,1325,56,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1267,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.59,0.88,0.50,511,511,49,48,49,Off
50,3,13.87,Cruise Not Active,86,Engine Running,1209,-12,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1231,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.88,0.22,511,511,-11,46,47,Off
51,7,13.94,Cruise Not Active,86,Engine Running,1351,49,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1191,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,49,46,46,Off
52,9,13.87,Cruise Not Active,87,Engine Running,1433,64,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1191,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,67,46,46,Off
53,8,13.91,Cruise Not Active,87,Engine Running,1470,62,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1200,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,57,46,46,Off
54,8,13.87,Cruise Not Active,87,Engine Running,1385,58,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1198,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,57,46,46,Off
55,5,13.87,Cruise Not Active,87,Engine Running,1333,44,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1192,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,40,45,46,Off
56,7,13.91,Cruise Not Active,87,Engine Running,1345,52,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1176,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,823,On,Off,0.63,0.93,0.20,511,511,54,45,45,Off
57,5,13.91,Cruise Not Active,87,Engine Running,1299,43,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1167,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.63,0.93,0.20,511,511,42,44,45,Off
58,6,13.94,Cruise Not Active,87,Engine Running,1302,49,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1153,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.63,0.93,0.20,511,511,55,44,44,Off
59,8,13.96,Cruise Not Active,87,Engine Running,1383,59,1.34,1.35,D,High,Low,Low,High,Ignition Is On,1154,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.63,0.93,0.20,511,511,59,44,44,Off
60,3,13.96,Cruise Not Active,88,Engine Running,1230,25,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1143,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.63,0.93,0.20,511,511,21,43,44,Off
61,7,13.87,Cruise Not Active,88,Engine Running,1306,52,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1132,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.63,0.93,0.20,511,511,58,43,43,Off
62,8,13.91,Cruise Not Active,88,Engine Running,1382,41,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1130,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,0,Off,818,On,Off,0.51,0.79,0.20,511,511,42,42,44,Off
63,0,13.16,Cruise Not Active,88,Engine Running,805,-6,1.34,1.34,D,High,Low,Low,High,Ignition Is On,1005,Not Active,D,D,65,Off,No Gear Change,Normal,0,Off,Off,3,Off,1617,On,On,0.89,0.62,0.20,511,511,-6,33,39,Off
64,0,13.65,Cruise Not Active,88,Engine Running,772,-7,1.98,1.98,D,High,Low,Low,High,Ignition Is On,1073,Not Active,D,D,65,Off,No Gear Change,Normal,5,Off,Off,888,On,1593,On,On,0.95,0.96,0.48,511,330,-7,20,28,Off
65,0,13.36,Cruise Not Active,88,Engine Running,731,0,3.03,2.26,D,High,Low,Low,High,Ignition Is On,730,Not Active,D,D,65,Off,No Gear Change,Normal,5,Off,Off,905,On,0,Off,Off,0.89,0.78,0.83,511,330,0,9,16,Off
66,0,13.36,Cruise Not Active,88,Engine Running,657,7,4.66,4.48,D,High,Low,Low,High,Ignition Is On,464,Not Active,D,D,65,Off,No Gear Change,Normal,1647,On,On,873,On,0,Off,Off,0.63,0.93,0.20,511,330,6,1,5,Off
